order_id,user_email,order_created_at,product_id,product_name,price
143843,chongnorton@verizon.net,2025-05-22 00:05:24,941312,[떡공방형제] 블루베리설기 700g (10개입),24990
143843,chongnorton@verizon.net,2025-05-22 00:05:24,941325,갓바삭먹 골루틴 꾸미믹 10빼,24900
143843,chongnorton@verizon.net,2025-05-22 00:05:24,941355,섬섬마곡 340g (12개입),19990
143843,chongnorton@verizon.net,2025-05-22 00:05:24,941450,[단골네] 고기찐빵 140g (5개입),24990
143843,chongnorton@verizon.net,2025-05-22 00:05:24,941463,백설탕식빵 200g (6개입),24990
143844,jamesbond607@gmail.com,2025-05-22 00:06:14,941315,화가의설기 450g (12개입),29990
143844,jamesbond607@gmail.com,2025-05-22 00:06:14,941317,쌀외할머니 340g (10개입),21990
143844,jamesbond607@gmail.com,2025-05-22 00:06:14,941397,[달콤한누나] 떡케이크 440g (12개입),39990
143845,ellenyk@naver.com,2025-05-22 00:08:54,941306,행복한정유연출매 500g (3개,32900
143845,ellenyk@naver.com,2025-05-22 00:08:54,941308,백설탕식빵 200g (6개입),24990
143845,ellenyk@naver.com,2025-05-22 00:08:54,941353,무화과수제촌성장 350g (10,17990
143845,ellenyk@naver.com,2025-05-22 00:08:54,941356,고로케고기빵 15볼륨 (450,24990
143845,ellenyk@naver.com,2025-05-22 00:08:54,941366,서울설기 450g (13포),21990
143846,tomcruise45@gmail.com,2025-05-22 00:14:52,941319,달빛백설기 700g (15포),34990
143846,tomcruise45@gmail.com,2025-05-22 00:14:52,941332,행복한떡케이크 140g (12포,19990
143846,tomcruise45@gmail.com,2025-05-22 00:14:52,941384,[설기만들기Event] 설기시,9990
143846,tomcruise45@gmail.com,2025-05-22 00:14:52,941414,[레인보우설기] 떡카스 20,29990
143846,tomcruise45@gmail.com,2025-05-22 00:14:52,941415,백설기믹스 200g (5개입),14990
143847,happykorea0602@gmail.com,2025-05-22 00:18:42,941116,[떡공방형제] 블루베리설기 700g (10개입),24990
143847,happykorea0602@gmail.com,2025-05-22 00:18:42,941118,갓바삭먹 골루틴 꾸미믹 10빼,24900
143847,happykorea0602@gmail.com,2025-05-22 00:18:42,941148,섬섬마곡 340g (12개입),19990
143847,happykorea0602@gmail.com,2025-05-22 00:18:42,941204,[단골네] 고기찐빵 140g (5개입),24990
143847,happykorea0602@gmail.com,2025-05-22 00:18:42,941211,백설기식빵 200g (6개입),24990
143848,katewinslet@freader.com,2025-05-22 00:23:18,941105,[달콤한누나] 떡케이크 440g (12개입),39990
143848,katewinslet@freader.com,2025-05-22 00:23:18,941108,화가의설기 450g (12개입),29990
143848,katewinslet@freader.com,2025-05-22 00:23:18,941130,쌀외할머니 340g (10개입),21990
143849,kevin@smith.com,2025-05-22 00:30:14,941343,[갓바스크림] 떡푸딩 4개입,10990
143849,kevin@smith.com,2025-05-22 00:30:14,941423,[설기마스터] 초코떡 6각빙,39990
143849,kevin@smith.com,2025-05-22 00:30:14,941453,단팥빵 160g (6개입),19990
143850,pattyabc@bang.com,2025-05-22 00:42:15,941412,[레인보우설기] 떡카스 20,29990
143850,pattyabc@bang.com,2025-05-22 00:42:15,941454,백설기믹스 200g (5개입),14990
